Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2018-11-24,11.24,10.97,26.91,18.76,8.56,13.39
2018-11-25,7.46,10.69,59.31,30.49,4.95,16.19
2018-11-26,7.78,11.61,94.45,64.45,5.59,38.96
2018-11-27,19.16,11.48,152,102.18,6.32,24.01
2018-11-28,10.19,10.68,120.37,76.89,6.86,36.53
2018-11-29,11.35,9.87,101.42,33.98,11.19,27.69
2018-11-30,10.45,10.57,62.12,11.53,7.06,16.81
2018-12-01,12.57,11.52,68.71,27.99,6.95,10.89
2018-12-02,9.29,9.79,131.08,81.1,7.24,14.59
2018-12-03,11.16,10.09,120.66,25.45,5.43,34.03
2018-12-04,15.31,10.71,140.77,44.75,6.32,58.22
2018-12-05,13.6,11.82,121.66,23.29,3.28,32.86
2018-12-06,13.52,10.65,136.49,23.94,5.26,18.95
2018-12-07,16.07,10.88,85.29,21.81,3.74,10.49
2018-12-08,9.36,8.91,85.16,33.39,4.44,21.37
2018-12-09,5.87,8.72,103.19,53.07,4.34,22.99
2018-12-10,9.79,9.63,89.36,156.78,4.06,33.38
2018-12-11,12.13,10.78,93.61,37.45,4.87,45.55
2018-12-12,11.17,14.93,56.21,33.87,3.74,47.87
2018-12-13,10.53,11.78,35.89,12.38,3.87,37.09
2018-12-14,12.96,10.47,39.15,11.3,4.96,18
2018-12-15,15.51,8.19,30.33,10.98,4.81,12.24
